checkpoint_interval,config_name,data_recovery_rate_percent,experiment_duration_seconds,items_recovered,items_stored,recovery_time_seconds,replication_factor,run_id,status,store_time_seconds,strategy,timestamp
,Baseline,0.0,0.010931968688964844,0,100,7.152557373046875e-07,,1,SUCCESS,0.0002396106719970703,baseline,2025-12-17T10:18:39.568802
,Baseline,0.0,0.013410091400146484,0,100,2.384185791015625e-07,,2,SUCCESS,0.0001316070556640625,baseline,2025-12-17T10:18:41.587291
,Baseline,0.0,0.01102590560913086,0,100,2.384185791015625e-07,,3,SUCCESS,0.00016021728515625,baseline,2025-12-17T10:18:43.602165
,Baseline,0.0,0.012614011764526367,0,100,2.384185791015625e-07,,4,SUCCESS,0.0002243518829345703,baseline,2025-12-17T10:18:45.617385
,Baseline,0.0,0.012674093246459961,0,100,2.384185791015625e-07,,5,SUCCESS,0.0001361370086669922,baseline,2025-12-17T10:18:47.633906
,Baseline,0.0,0.033513784408569336,0,100,4.76837158203125e-07,,6,SUCCESS,0.0001418590545654297,baseline,2025-12-17T10:18:49.670614
,Baseline,0.0,0.01804375648498535,0,100,2.384185791015625e-07,,7,SUCCESS,0.0001983642578125,baseline,2025-12-17T10:18:51.693393
,Baseline,0.0,0.046034812927246094,0,100,4.76837158203125e-07,,8,SUCCESS,0.00020575523376464844,baseline,2025-12-17T10:18:53.744511
,Baseline,0.0,0.019359111785888672,0,100,4.76837158203125e-07,,9,SUCCESS,0.00015997886657714844,baseline,2025-12-17T10:18:55.765651
,Baseline,0.0,0.016918659210205078,0,100,4.76837158203125e-07,,10,SUCCESS,0.00015974044799804688,baseline,2025-12-17T10:18:57.785181
,Baseline,0.0,0.011544942855834961,0,100,2.384185791015625e-07,,11,SUCCESS,0.0001373291015625,baseline,2025-12-17T10:18:59.800311
,Baseline,0.0,0.24783897399902344,0,100,9.5367431640625e-07,,12,SUCCESS,0.0002486705780029297,baseline,2025-12-17T10:19:02.086025
,Baseline,0.0,0.015577077865600586,0,100,4.76837158203125e-07,,13,SUCCESS,0.0001647472381591797,baseline,2025-12-17T10:19:04.106684
,Baseline,0.0,0.0076558589935302734,0,100,4.76837158203125e-07,,14,SUCCESS,0.00014209747314453125,baseline,2025-12-17T10:19:06.115093
,Baseline,0.0,0.014199018478393555,0,100,2.384185791015625e-07,,15,SUCCESS,0.00035881996154785156,baseline,2025-12-17T10:19:08.130585
,Baseline,0.0,0.025966167449951172,0,100,4.76837158203125e-07,,16,SUCCESS,0.00031828880310058594,baseline,2025-12-17T10:19:10.159543
,Baseline,0.0,0.009320974349975586,0,100,2.384185791015625e-07,,17,SUCCESS,0.00014138221740722656,baseline,2025-12-17T10:19:12.173697
,Baseline,0.0,0.010162115097045898,0,100,2.384185791015625e-07,,18,SUCCESS,0.00019788742065429688,baseline,2025-12-17T10:19:14.186702
,Baseline,0.0,0.009284734725952148,0,100,2.384185791015625e-07,,19,SUCCESS,0.0001728534698486328,baseline,2025-12-17T10:19:16.199851
,Baseline,0.0,0.008377313613891602,0,100,2.384185791015625e-07,,20,SUCCESS,0.0001285076141357422,baseline,2025-12-17T10:19:18.211617
15,Checkpoint_15s,0.0,0.013870000839233398,0,100,0.00012445449829101562,,1,SUCCESS,0.0002732276916503906,checkpointing,2025-12-17T10:19:18.225549
15,Checkpoint_15s,0.0,0.012262344360351562,0,100,0.00010514259338378906,,2,SUCCESS,0.00015687942504882812,checkpointing,2025-12-17T10:19:20.237979
15,Checkpoint_15s,0.0,0.016225099563598633,0,100,0.00018334388732910156,,3,SUCCESS,0.0001804828643798828,checkpointing,2025-12-17T10:19:22.256472
15,Checkpoint_15s,0.0,0.008635997772216797,0,100,0.00021839141845703125,,4,SUCCESS,0.0001690387725830078,checkpointing,2025-12-17T10:19:24.269264
15,Checkpoint_15s,0.0,0.02007913589477539,0,100,0.0003325939178466797,,5,SUCCESS,0.0002701282501220703,checkpointing,2025-12-17T10:19:26.291622
15,Checkpoint_15s,0.0,0.009283065795898438,0,100,0.00014781951904296875,,6,SUCCESS,0.00016689300537109375,checkpointing,2025-12-17T10:19:28.305301
15,Checkpoint_15s,0.0,0.010421991348266602,0,100,0.0001366138458251953,,7,SUCCESS,0.00016570091247558594,checkpointing,2025-12-17T10:19:30.320135
15,Checkpoint_15s,0.0,0.011219263076782227,0,100,0.000148773193359375,,8,SUCCESS,0.00023436546325683594,checkpointing,2025-12-17T10:19:32.334886
15,Checkpoint_15s,0.0,0.016231060028076172,0,100,0.0005304813385009766,,9,SUCCESS,0.0005168914794921875,checkpointing,2025-12-17T10:19:34.356182
15,Checkpoint_15s,0.0,0.02198481559753418,0,100,0.0006432533264160156,,10,SUCCESS,0.0005564689636230469,checkpointing,2025-12-17T10:19:36.382693
15,Checkpoint_15s,0.0,0.010601997375488281,0,100,0.0002048015594482422,,11,SUCCESS,0.00016379356384277344,checkpointing,2025-12-17T10:19:38.395075
15,Checkpoint_15s,0.0,0.010248899459838867,0,100,0.00015974044799804688,,12,SUCCESS,0.00016117095947265625,checkpointing,2025-12-17T10:19:40.406581
15,Checkpoint_15s,0.0,0.02028512954711914,0,100,0.0005860328674316406,,13,SUCCESS,0.0009064674377441406,checkpointing,2025-12-17T10:19:42.427314
15,Checkpoint_15s,0.0,0.018613815307617188,0,100,0.0002484321594238281,,14,SUCCESS,0.00019669532775878906,checkpointing,2025-12-17T10:19:44.446898
15,Checkpoint_15s,0.0,0.009233951568603516,0,100,0.0001697540283203125,,15,SUCCESS,0.00016450881958007812,checkpointing,2025-12-17T10:19:46.456618
15,Checkpoint_15s,0.0,0.009271860122680664,0,100,0.00017976760864257812,,16,SUCCESS,0.00018286705017089844,checkpointing,2025-12-17T10:19:48.470526
15,Checkpoint_15s,0.0,0.021239042282104492,0,100,0.0003750324249267578,,17,SUCCESS,0.0005176067352294922,checkpointing,2025-12-17T10:19:50.493147
15,Checkpoint_15s,0.0,0.008957862854003906,0,100,0.00021576881408691406,,18,SUCCESS,0.0001697540283203125,checkpointing,2025-12-17T10:19:52.503832
15,Checkpoint_15s,0.0,0.04745006561279297,0,100,0.00028824806213378906,,19,SUCCESS,0.00017118453979492188,checkpointing,2025-12-17T10:19:54.553700
15,Checkpoint_15s,0.0,0.009345054626464844,0,100,0.0002384185791015625,,20,SUCCESS,0.000194549560546875,checkpointing,2025-12-17T10:19:56.567407
30,Checkpoint_30s,0.0,0.007960081100463867,0,100,0.00019693374633789062,,1,SUCCESS,0.0001575946807861328,checkpointing,2025-12-17T10:19:56.575448
30,Checkpoint_30s,0.0,0.013818025588989258,0,100,0.0002143383026123047,,2,SUCCESS,0.0005562305450439453,checkpointing,2025-12-17T10:19:58.594291
30,Checkpoint_30s,0.0,0.02135324478149414,0,100,0.00023508071899414062,,3,SUCCESS,0.00018787384033203125,checkpointing,2025-12-17T10:20:00.620699
30,Checkpoint_30s,0.0,0.0584101676940918,0,100,0.000774383544921875,,4,SUCCESS,0.0006744861602783203,checkpointing,2025-12-17T10:20:02.682380
30,Checkpoint_30s,0.0,0.011000633239746094,0,100,0.00023603439331054688,,5,SUCCESS,0.00018262863159179688,checkpointing,2025-12-17T10:20:04.698396
30,Checkpoint_30s,0.0,0.012264013290405273,0,100,0.00018596649169921875,,6,SUCCESS,0.00017595291137695312,checkpointing,2025-12-17T10:20:06.714103
30,Checkpoint_30s,0.0,0.020962953567504883,0,100,0.0001995563507080078,,7,SUCCESS,0.0003910064697265625,checkpointing,2025-12-17T10:20:08.740089
30,Checkpoint_30s,0.0,0.012634754180908203,0,100,0.00020933151245117188,,8,SUCCESS,0.00021839141845703125,checkpointing,2025-12-17T10:20:10.757760
30,Checkpoint_30s,0.0,0.01427602767944336,0,100,0.00025844573974609375,,9,SUCCESS,0.00019121170043945312,checkpointing,2025-12-17T10:20:12.777062
30,Checkpoint_30s,0.0,0.026898860931396484,0,100,0.0002434253692626953,,10,SUCCESS,0.00029158592224121094,checkpointing,2025-12-17T10:20:14.808990
30,Checkpoint_30s,0.0,0.014366865158081055,0,100,0.0003085136413574219,,11,SUCCESS,0.00021004676818847656,checkpointing,2025-12-17T10:20:16.825483
30,Checkpoint_30s,0.0,0.03148007392883301,0,100,0.001238107681274414,,12,SUCCESS,0.0005431175231933594,checkpointing,2025-12-17T10:20:18.857376
30,Checkpoint_30s,0.0,0.10541391372680664,0,100,0.00020766258239746094,,13,SUCCESS,0.0002560615539550781,checkpointing,2025-12-17T10:20:20.964117
30,Checkpoint_30s,0.0,0.1458721160888672,0,100,0.0006177425384521484,,14,SUCCESS,0.0012290477752685547,checkpointing,2025-12-17T10:20:23.113977
30,Checkpoint_30s,0.0,0.014290332794189453,0,100,0.0003960132598876953,,15,SUCCESS,0.000392913818359375,checkpointing,2025-12-17T10:20:25.132004
30,Checkpoint_30s,0.0,0.015774011611938477,0,100,0.0012464523315429688,,16,SUCCESS,0.00018525123596191406,checkpointing,2025-12-17T10:20:27.150642
30,Checkpoint_30s,0.0,0.012337923049926758,0,100,0.00026416778564453125,,17,SUCCESS,0.0005581378936767578,checkpointing,2025-12-17T10:20:29.167945
30,Checkpoint_30s,0.0,0.011127710342407227,0,100,0.0002181529998779297,,18,SUCCESS,0.0002079010009765625,checkpointing,2025-12-17T10:20:31.184093
30,Checkpoint_30s,0.0,0.020648956298828125,0,100,0.0005548000335693359,,19,SUCCESS,0.0002033710479736328,checkpointing,2025-12-17T10:20:33.209374
30,Checkpoint_30s,0.0,0.008774280548095703,0,100,0.0001876354217529297,,20,SUCCESS,0.0001685619354248047,checkpointing,2025-12-17T10:20:35.221167
