checkpoint_interval,config_name,data_recovery_rate_percent,experiment_duration_seconds,items_recovered,items_stored,recovery_time_seconds,replication_factor,run_id,status,store_time_seconds,strategy,timestamp
,Baseline,0.0,0.01795506477355957,0,100,9.5367431640625e-07,,1,SUCCESS,0.0007221698760986328,baseline,2025-12-17T15:10:55.328687
,Baseline,0.0,0.013577938079833984,0,100,4.76837158203125e-07,,2,SUCCESS,0.0003154277801513672,baseline,2025-12-17T15:10:57.347754
,Baseline,0.0,0.015811920166015625,0,100,2.384185791015625e-07,,3,SUCCESS,0.0003516674041748047,baseline,2025-12-17T15:10:59.370531
,Baseline,0.0,0.011982202529907227,0,100,4.76837158203125e-07,,4,SUCCESS,0.00038743019104003906,baseline,2025-12-17T15:11:01.388026
,Baseline,0.0,0.010571956634521484,0,100,4.76837158203125e-07,,5,SUCCESS,0.0002841949462890625,baseline,2025-12-17T15:11:03.403808
,Baseline,0.0,0.02642989158630371,0,100,4.76837158203125e-07,,6,SUCCESS,0.00034999847412109375,baseline,2025-12-17T15:11:05.436826
,Baseline,0.0,0.01536107063293457,0,100,4.76837158203125e-07,,7,SUCCESS,0.00030541419982910156,baseline,2025-12-17T15:11:07.457269
,Baseline,0.0,0.014499187469482422,0,100,4.76837158203125e-07,,8,SUCCESS,0.00031113624572753906,baseline,2025-12-17T15:11:09.477690
,Baseline,0.0,0.026874065399169922,0,100,4.76837158203125e-07,,9,SUCCESS,0.0006787776947021484,baseline,2025-12-17T15:11:11.508773
,Baseline,0.0,0.051013946533203125,0,100,7.152557373046875e-07,,10,SUCCESS,0.0007336139678955078,baseline,2025-12-17T15:11:13.562451
,Baseline,0.0,0.021439790725708008,0,100,2.384185791015625e-07,,11,SUCCESS,0.00034165382385253906,baseline,2025-12-17T15:11:15.589650
,Baseline,0.0,0.012624263763427734,0,100,2.384185791015625e-07,,12,SUCCESS,0.0002930164337158203,baseline,2025-12-17T15:11:17.603023
,Baseline,0.0,0.020375967025756836,0,100,4.76837158203125e-07,,13,SUCCESS,0.0004162788391113281,baseline,2025-12-17T15:11:19.629068
,Baseline,0.0,0.014387845993041992,0,100,4.76837158203125e-07,,14,SUCCESS,0.0004181861877441406,baseline,2025-12-17T15:11:21.647659
